text_indice	batch	text	DMesure	gold_score_20	gold_score_20_std	gold_score_20_label	gold_label_trunc	gold_label_maj	ANNOT1_LEVEL	ANNOT1_SUBLEVEL	ANNOT2_LEVEL	ANNOT2_SUBLEVEL	ANNOT3_LEVEL	ANNOT3_SUBLEVEL	old_gold_score_20_label	old_gold_label_trunc	old_gold_label_maj
135	11_1	"Inspiration    « Je crois au futur des femmes dans le sport. »  Ann Wauters, basketteuse belge    « On doit prendre notre place sans attendre qu'on nous la donne. »  Sarah Ourahmoune, boxeuse française    « Ne jamais se laisser enfermer par ce que pensent les autres de vous, de ce que vous êtes censée être ou représenter. L'identité est multiple, à soi, insaisissable et c'est notre liberté de la définir. Cela n'appartient à personne. »  Safia Kessas, journaliste belge    « Retourne dans ta cuisine... Combien de fois ces mots ont frappé, heurté, blessé la jeune boxeuse que j'étais. Au-delà du ring, le vrai combat est ailleurs, dans la vie de tous les jours, pour les droits des femmes. »  Sanae Jah, boxeuse belge    « Notre plus grande faiblesse réside dans l'abandon. La façon la plus sûre de réussir est d'essayer encore. »  Alexandra Tondeur, athlète de triathlon    « On doute souvent de nous-mêmes... On nous sous-estime également régulièrement... La boxe permet [aux] femmes de se doter d'un autre mental et de croire aussi en ses capacités physiques. Cela donne beaucoup de confiance. »  Oshin Derieuw, boxeuse belge    source : jeu ""Légitimes"", Culture & Santé"	Accessible	12.666666666666666	0.2886751345948129	Accessible	Accessible	Accessible	Accessible	3	Accessible	3	Accessible	3	Accessible	Accessible	Accessible
912	11_1	Le vent    1. Je suis le vent, je suis le fou, je suis le vent fou.  Je souffle et je m'amuse à taquiner les gens.    Voilà une petite fille ! Elle a de longs cheveux.    Je souffle...tous ses cheveux se soulèvent et s'emmêlent.    Elle n'y voit plus et moi je ris.    Je suis le vent, je suis le fou, je suis le vent fou.     2. Voilà une dame sous son parapluie. Je souffle et je souffle et je retourne le parapluie et je chasse la pluie qui s'en va arroser d'autres dames là -bas bien loin.  Je suis le vent, je suis le fou, je suis le vent fou.     3. Voilà un monsieur! Il lit son journal… je souffle et je souffle et j'emporte le journal qui s’envole, s'envole loin, loin du monsieur. Le monsieur court derrière son journal et...il va l'attraper. Alors je souffle encore un bon coup. Le chapeau du monsieur s'envole aussi et roule derrière le journal. Je suis le vent, je suis le fou, je suis le vent fou !       4. Voilà un garçon! Il veut aider le monsieur.    Le journal vole devant le chapeau. Le monsieur court derrière son chapeau. Le garçon court derrière le monsieur. Je suis le vent, je suis le fou, je suis le vent fou !     5. Voilà un vélo! Il veut aider le garçon. Le vélo roule derrière le garçon. Le garçon court derrière le monsieur. Le monsieur court derrière son chapeau. Le chapeau roule derrière le journal. Je suis le vent, je suis le fou, je suis le vent fou.     6. Cette fois, je souffle de toutes mes forces. Le journal tombe dans l'étang. Le chapeau roule dans l’étang. Le monsieur plonge dans l'étang. Le garçon plonge dans l'étang. Le vélo plonge dans l'étang. Tout le monde est à l'eau. Tout le monde rit beaucoup. Je suis le vent, je suis le fou, je suis le vent fou.	Très Facile	9.0	3.4641016151377544	Facile	Facile	Facile	Accessible	3	Facile	2	Facile	2	Facile	Facile	Facile
1633	11_2	Livre blanc : pour une santé accessible aux personnes handicapées mentales    Se soigner est un droit.  Se soigner est important pour tout le monde.  Il faut faire un peu plus attention aux personnes handicapées intellectuelles.  Il faut réfléchir à tous les soins pour les personnes handicapées intellectuelles.    Connaître les besoins des personnes et agir  Pour bien connaître les besoins des personnes handicapées il faut travailler ensemble.  Travailler ensemble c’est travailler à plusieurs :  - les établissements pour personnes handicapées  - les hôpitaux  - les médecins  La recherche sur le handicap doit progresser en France.  Les associations doivent participer à la recherche.    Il faut travailler sur :  - les besoins de personnes pour notre région  - les besoins des hôpitaux  - les besoins des partenaires. Les partenaires sont les personnes avec qui on travaille  - les besoins pour l’avenir  - le nombre de personnes qui ne se soignent pas  - l’avis des personnes handicapées    source : www.unapei.org	Facile	7.666666666666667	5.033222956847167	Facile	Facile	Facile	Accessible	3	Très Facile	3	Facile	2	Facile	Facile	Facile
1552	11_2	"Chargé de promotion et marketing sportif    Offre d'Alternance en Marketing Sportif  Lieu : Grenoble et ses environs  Rythme d'alternance : 1 semaine en formation / 3 semaines en clubs    Mission : Nous recherchons un alternant passionné de sport, doté d'une forte appétence pour le commerce et le marketing, pour rejoindre notre équipe en tant qu'alternant en marketing sportif. Vous travaillerez en étroite collaboration avec le club employeur pour le promouvoir et le développer.    Profil recherché :  - Passionné de sport avec une solide connaissance de différents sports.  - Intérêt marqué pour le commerce et le marketing.  - Capacité à travailler de manière autonome et en équipe.  - Créatif, proactif et axé sur les résultats.  - Maîtrise des outils informatiques, notamment des logiciels de marketing et des réseaux sociaux.  - Niveau d'études : Pas de niveau exigé    Si vous êtes passionné par le sport et que vous souhaitez acquérir une expérience en marketing sportif au sein de clubs sportifs diversifiés, nous serions ravis de vous rencontrer. Envoyez votre CV et une lettre de motivation en mentionnant ""Candidature Alternance Marketing Sportif"" dans l'objet.    Salaire : 1 200,00€ à 1 700,00€ par mois  Date limite de candidature : 15/12/2023    source : https://fr.indeed.com/"	Accessible	9.666666666666666	2.8867513459481287	Facile	Facile	Facile	Accessible	3	Facile	3	Facile	3	Facile	Facile	Facile
1337	11_2	Les nouvelles idoles des Français.    L'auteur explique comment, dans les années 80, les journalistes et les animateurs de la télévision sont devenus des stars qui font rêver les Français.    Le bouleversement du paysage audiovisuel répondait aux attentes d'un public sevré d'idoles. Où étaient donc passées les stars du cinéma français ? Depardieu, Deneuve, Adjani... ? Un peu mince pour composer une galaxie digne de ce nom. Au lieu de produire du rêve, la génération du café-théâtre a enfanté de bons comédiens, mais totalement dépourvus de mystère. Trop proches de nous. Or, que demandons-nous essentiellement aux stars de cinéma ? D'avoir du talent bien sûr, mais surtout de nous faire rêver. Quelles étoiles alors ajouter à la galaxie ? Les vedettes de la chanson ? Johnny, Eddy, Sardou... des astres luminescents mais déclinants. Les joueurs de foot ? Une ou deux superstars, cela reste bien maigre, sans compter les baisses de forme et les affaires de gros sous. Quant aux héros de la politique, ils appartiennent à un passé que les héritiers n'ont pas su conjuguer au présent. Du coup, les stars de la télé ont occupé l'espace laissé vacant. En fait, leurs seuls concurrents sont désormais les top-models.    Laurent Neumann, Les dieux de la télé existent, je les ai rencontrés, Plon.	+Complexe	12.333333333333334	0.5773502691896257	Accessible	Accessible	Accessible	Accessible	3	Accessible	2	Accessible	2	Accessible	Accessible	Accessible
410	11_2	Le « Big Bang », origine de l'univers.    Un journaliste interroge l'astrophysicien Hubert Reeves sur l'origine et la crédibilité de la théorie du « Big Bang ».  — Le Big Bang reste donc très abstrait. On peut même se demander s'il n'est pas le pur produit de l'imagination des scientifiques, s'il a une vraie réalité.  — Comme toute théorie scientifique, celle du Big Bang est fondée à la fois sur un ensemble d'observations et sur un système mathématique (la relativité générale d'Einstein). [...] Si cette théorie est crédible, c'est parce qu'elle a déjà prédit correctement le résultat de plusieurs observations, et que ces prédictions ont été confirmées ; ce qui montre que le Big Bang n'est pas seulement un produit de l'imagination des scientifiques, mais qu'il touche à la réalité du monde.  — Soit. Mais comment peut-on le décrire si l'on ne peut pas le voir ?  — On en voit de nombreuses manifestations. Vers 1930, un astronome américain, Edwin Hubble, a constaté que les galaxies s'éloignent les unes des autres, à des vitesses proportionnelles à leur distance. Un peu comme un pudding que l'on met au four : à mesure qu'il gonfle, les raisins s'écartent les uns des autres. Ce mouvement d'ensemble des galaxies, nommé expansion de l'univers, a été confirmé jusqu'à des vitesses de dizaines de milliers de kilomètres-seconde. Selon la théorie de la relativité générale d'Einstein, cette expansion traduit un refroidissement progressif de l'univers. Sa température actuelle est d'environ 3 degrés absolu, c'est-à-dire moins 270 degrés Celsius. Et ce refroidissement se poursuit depuis environ quinze milliards d'années.	+Complexe	15.666666666666666	1.5275252316519468	+Complexe	+Complexe	+Complexe	+Complexe	2	+Complexe	1	Accessible	4	+Complexe	Accessible	+Complexe
681	11_2	Quelqu'un de bien    Debout devant ses illusions  Une femme que plus rien ne dérange  Détenue de son abandon  Son ennui lui donne le change    Que retient-elle de sa vie  Qu'elle pourrait revoir en peinture  Dans un joli cadre verni  En évidence sur un mur    Un mariage en Technicolor  Un couple dans les tons pastel  Assez d'argent sans trop d'efforts  Pour deux trois folies mensuelles    Elle a rêvé comme tout le monde  Qu'elle tutoierait quelques vedettes  Mais ses rêves en elle se fondent  Maintenant son espoir serait d'être    Refrain  Juste quelqu'un de bien  Quelqu'un de bien  Le cœur à portée de main  Juste quelqu'un de bien  Sans grand destin  Une amie à qui l'on tient  Juste quelqu'un de bien  Quelqu'un de bien    Il m'arrive aussi de ces heures  Où ma vie se penche sur le vide  Coupés tous les bruits du moteur  Au-dessus de terres arides    Je plane à l'aube d'un malaise  Comme un soleil qui veut du mal  Aucune réponse n'apaise  Mes questions à la verticale    J'dis bonjour à la boulangère  Je tiens la porte à la vieille dame  Des fleurs pour la fête des mères  Et ce week-end à Amsterdam    Pour que tu m'aimes encore un peu  Quand je n'attends que du mépris  À l'heure où s'enfuit le Bon Dieu  Qui pourrait me dire si je suis    Au refrain    J'aime à penser que tous les hommes  S'arrêtent parfois de poursuivre  L'ambition de marcher sur Rome  Et connaissent la peur de vivre    Sur le bas-côté de la route  Sur la bande d'arrêt d'urgence  Comme des gens qui parlent et qui doutent  D'être au-delà des apparences    Au refrain    Interprète : Enzo Enzo  Paroles et musique : Kent. D.R., 1994.	Accessible	12.666666666666666	0.5773502691896257	Accessible	Accessible	Accessible	Accessible	3	Accessible	2	Accessible	3	Accessible	Accessible	Accessible
1777	11_2	Casserole de chocolat chaud à l'ancienne    Ingrédients pour 4 personnes  - 190g Chocolat noir  - 1l Lait  - 10cl Crème liquide  - 1 cuil. à soupe Cacao    Etapes de préparation  Hachez le chocolat au couteau. Versez le lait et la crème dans une casserole, ajoutez le cacao tamisé et faites chauffer doucement.  Fouettez puis, hors du feu, incorporez le chocolat haché et fouettez à nouveau pour bien faire fondre le chocolat. Servez bien chaud.    source : www.cuisineactuelle.fr	Très Facile	6.666666666666667	3.214550253664318	Facile	Facile	Facile	Facile	3	Facile	4	Très Facile	3	Facile	Très Facile	Facile
1766	11_2	Ma recette de tarte tatin    Cuisson : 1h05  Préparation : 20 min    Ingrédients (pour 6 pers.) :  - 1 pâte brisée  - 20 cl de crème fermière double  - 10 à 12 pommes (type golden, clochard, belchard)  - 100 g de beurre  - 150 g de sucre en poudre    La recette  Beurrez le moule et versez le sucre uniformément.  Préparez les pommes caramélisées : épluchez-les, coupez-les en deux dans le sens de la hauteur et épépinez-les. Rangez-les debout en les serrant bien et mettez à caraméliser l’ensemble sur feu moyen pendant 15 à 20 minutes (ajoutez le surplus de pommes en les intercalant au milieu des autres pommes ou en les ajoutant sur le dessus).  Retirez le moule du feu et laissez-le refroidir 10 minutes. Préchauffez le four à 170 °C.  Recouvrez les pommes avec la pâte brisée, puis glissez les bords à l’intérieur du moule. Enfournez pour 30 à 40 minutes à mi-hauteur.  Au terme de la cuisson, laissez refroidir 1h à température ambiante avant de démouler.  Recouvrez le moule d’un grand plat et retournez la tarte. Servez-la tiède, accompagnée de crème fermière double.    source : www.laurentmariotte.com	Facile	8.333333333333334	1.5275252316519468	Facile	Facile	Facile	Facile	3	Facile	5	Facile	2	Facile	Facile	Facile
53	11_2	Depuis 20 ans, ce refuge accueille les chiens et les chats    LES CHIENS DE CHASSE EN GRAND NOMBRE  C'est le cas notamment des chiens de chasse, dont les abandons sont en pleine expansion, comme Pataud, un Saint-Hubert de 8 ans. C'est aussi le cas des chiens de catégorie 1 et 2, comme Payka, une Staff de 3 ans. « La plupart ont été adoptés quand ils étaient petits, explique Stéphanie Hauser. Sauf qu'une fois adultes, ce sont de grands sportifs qui ont besoin d'activités, d'éducation et d'interactions ». S'y ajoute une réglementation stricte, peu ou pas anticipée par les propriétaires : permis de détention, assurance, attestation d'aptitude, etc. Alors, quand une personne, un couple ou une famille souhaite adopter un de ces chiens (ou chats), l'Apagi se montre très regardante sur les motivations et les conditions d'accueil. Toute la famille (enfants compris) doit venir au moins deux fois au refuge pour faire connaissance avec l’animal. Et conformément à la loi, elle doit signer un certificat d'engagement 7 jours avant l'adoption. « Nous leur demandons surtout de réfléchir sur leur capacité à assumer cet animal pendant 15 ans au moins », conclut Stéphanie Hauser.  Plus d'infos : apagi.fr    source : Grenoble Alpes Métropole	Accessible	9.666666666666666	3.055050463303893	Facile	Facile	Facile	Accessible	3	Facile	4	Facile	2	Facile	Facile	Facile
424	11_2	Les 20-30 ans ont-ils envie de changer le monde ?    Certains de leurs parents ont fait Mai 68 et révolutionné la société. Alors eux, représentants de la nouvelle génération, sont attendus au tournant. Sont-ils aussi blasés qu'on le dit ? Pas vraiment. Mais, s'ils analysent les maux du monde avec pertinence et se disent concernés par l'avenir de la planète, ils agissent peu. Ces rêveurs réalistes nous ont livré leurs espoirs pour un avenir meilleur...    Avez-vous envie de changer le monde ?  Avant de changer quoi que ce soit, il faudrait commencer par changer les mentalités. Aujourd'hui, c'est chacun pour soi. Il y a des gens qui n'ont rien et d'autres qui gagnent des millions trop facilement, avec des jeux télévisés idiots, par exemple. Toute la société est basée sur le rêve, l'image, le superflu, le paraître. Ça marche même avec moi... J'aimerais trouver ce qui me permettra de m'en sortir, de m'intégrer. Et j'ai aussi envie de me payer des super vacances, un jet privé, un gros bateau. (Leslie, 27 ans, demandeuse d'emploi).    Il y aurait tellement de choses à faire... Par où commencer ? Je garde l'espoir qu'un jour les gens s'intéressent un peu plus aux autres, donnent sans rien attendre en retour. Plusieurs fois, j'ai même voulu faire de l'humanitaire avec Kiné sans frontières, par exemple. Mais les missions sont de six mois. Je ne tiendrais pas le coup. Si, par miracle, j'avais le pouvoir de changer quelque chose, je ferais en sorte que chacun ait de l'eau potable et des sanitaires, que chacun mange à sa faim. (Pascal, 29 ans, kinésithérapeute).    J'aimerais changer le monde, mais je me fais peu d'illusions. Si j'avais le pouvoir de changer quelque chose, je commencerais à la base. J'essaierais d'éveiller les consciences individuelles en réintroduisant les cours d'éducation civique à l'école. Ça peut paraître réac, mais tant pis. Savoir lire en quittant l'école, c'est évident pour tout le monde. Savoir vivre en société, ça devrait l'être aussi. (Françoise, 30 ans, gestionnaire de collège).	Accessible	11.666666666666666	2.309401076758504	Accessible	Accessible	Accessible	Accessible	3	Facile	4	Accessible	3	Accessible	Facile	Accessible
1925	11_2	L'effet 35 heures    Seuls 38 % des actifs (soit 10 millions de personnes) étaient soumis à la réduction du temps de travail à 35 heures en 2001. 32 % des Français estimaient en mars 2001 qu'ils pourraient grâce à la RTT avoir plus de temps pour les loisirs.  Dans la pratique, on observe que la RTT n'a pas jusqu'à maintenant transformé véritablement la nature des activités pratiquées, ni la répartition des tâches au sein des foyers. Beaucoup de Français ont jusqu'ici surtout utilisé le temps gagné à des activités qu'ils pratiquaient déjà. Beaucoup ont fait les mêmes choses, mais plus lentement, dans le but d'en profiter davantage ou de ne pas subir le stress.  La RTT a cependant allongé certaines activités domestiques (bricolage, jardinage, ménage...) et donné notamment aux femmes la possibilité de lire, d'écouter de la musique et de « s'occuper de soi ». Les hommes ont accru leur pratique sportive et celle des loisirs sur micro-ordinateur. Sur le plan professionnel, les salariés ont tendance à contracter la journée de travail, avec des pauses réduites et un temps de déjeuner plus court.  Enfin, les déplacements de loisirs ont été favorisés. C'est le cas notamment des voyages de court séjour (moins de quatre jours). La SNCF et les loueurs de voitures ont enregistré une forte croissance des réservations le jeudi soir.    Gérard Mermet, Francoscopie 2030, Larousse/VUEF 2002.	Accessible	10.333333333333334	2.516611478423583	Accessible	Facile	Facile	Accessible	3	Facile	3	Facile	5	Accessible	Facile	Accessible
319	11_2	Artur Avila : Petit génie des maths.    Quand on le voit, on pense à une star du cinéma ou du football mais ce jeune Franco-Brésilien est un petit génie des mathématiques. En 2014, il a reçu la médaille Fields, la plus haute récompense internationale en mathématiques.  Né en 1979 à Rio de Janeiro, Artur Avila participe à 16 ans aux Olympiades internationales de Toronto et gagne la médaille d'or. À 19 ans, il commence une thèse à l'IMPA (Institut des Mathématiques Pures et Appliquées) de Rio où il est aujourd'hui chercheur. Très vite, il est invité dans les grands centres de recherche du monde et en 2003, il entre au CNRS, le Centre national de la recherche scientifique de Paris. Il va être, en 2008, le plus jeune directeur de recherche de ce centre.  Artur Avila est un scientifique original. Il vit entre Paris et Rio. Il a écrit plus de cinquante articles ou livres, mais les conférences et les publications ne sont pas sa tasse de thé. Il préfère les discussions au bureau ou au café avec ses collègues. Pour écrire des articles, il les invite à Rio : « J'aime faire des maths à la plage. On marche, on réfléchit, on échange. » D'abord, prendre son temps pour réfléchir. Écrire, quand on a compris.    D'après Charline Zeitoun, Artur Avila, médaille Fields 2014. Le Journal du CNRS, 18 août 2014.	Très Facile	11.333333333333334	2.8867513459481287	Accessible	Accessible	Accessible	Accessible	3	Facile	3	Accessible	3	Accessible	Facile	Accessible
193	11_2	Comment on fête Noël dans le monde francophone ?    En Europe...  En France : la dinde est la reine incontestée des repas de Noël, farcie de marrons, de châtaignes ou de truffes. À côté, les huîtres, le foie gras, les truffes, le saumon fumé et le caviar. La bûche de Noël comme dessert. Le tout arrosé de champagne.  En Suisse : les traditions culinaires varient d'un canton à l'autre. Le seul point commun : l'oie rôtie du jour de Noël. Pour le dessert apparaissent diverses pâtisseries, mais le roi de la fête est le chocolat.    En Belgique : le 6 décembre, comme au Luxembourg, on fête Saint-Nicolas. Les enfants mangent des spéculoos, pains d'épice silhouettés en Saint-Nicolas. À Noël, on mange aussi la dinde truffée, le boudin blanc, l'oie aux châtaignes et le foie gras. La bière est la boisson nationale, chaque brasseur décide ou non de faire une bière de Noël.    Dans les autres continents...  Au Canada : au menu de Noël, une dinde farcie aux pommes de reinette et aromatisée au sirop d'érable, accompagnée d'une purée de pommes de terre. On prépare aussi une tourtière de Noël, pâte farcie de poulet, de porc et de veau.    En Afrique : beaucoup de pays d'Afrique sont musulmans, mais les populations chrétiennes fêtent Noël. Toute la famille s'assied autour d'un plat complet : du poisson grillé farci, servi sur du riz au gras très épicé. Comme boisson locale, du vin de palme.    Aux Antilles, île de la Réunion, île Maurice : dans ces îles paradisiaques, Noël tombe en été. On fait venir du continent un grand sapin. Noël est le grand jour du cochon. On prépare le pâté créole, le boudin noir, le jambon fumé ou braisé à l'ananas, le cochon de lait rôti, suivi de pois de bois. Le rhum sert à préparer le shrubb, sirop au rhum.	Très Facile	10.666666666666666	2.0816659994661326	Accessible	Facile	Facile	Accessible	3	Facile	4	Facile	5	Accessible	Facile	Facile
941	11_2	Une drôle de journée    Mardi passé, je me suis levée tôt car j’avais beaucoup de choses à faire.  Après avoir fait ma toilette, j’ai préparé le café et j’ai pris mon petit déjeuner.    J’ai commencé par laver la cuisine. Mais… en reculant, j’ai renversé le seau d’eau et j’ai dû éponger. Ma journée commençait bien!  Après, je suis partie faire les courses au supermarché. Au moment de payer à la caisse, je ne trouve pas mon portefeuille… Je cherche dans mon sac, dans mes poches… rien! Ho non! Je l’ai sûrement oublié à la maison.  Je rentre à la maison pour y prendre mon portefeuille. Le chat de ma voisine miaulait devant la porte. Il avait dû se battre car son oreille saignait. Je sonne chez ma voisine mais la voisine n’était pas là.    Je fais rentrer le chat dans mon appartement et je trouve mon portefeuille à côté du vase sur le meuble dans le salon. Ouf!	Très Facile	9.333333333333334	3.511884584284246	Facile	Facile	Facile	Accessible	3	Facile	1	Facile	4	Facile	Facile	Facile
2187	11_2	Zone Piétonne  Sainte-Claire/Notre-Dame  Présentation du projet d'aménagement  Réunion publique    Aménagement, végétalisation et extension de la zone piétonne  Réunion publique jeudi 9 novembre à 18h  Grande salle de la Maison Des Habitant-es du centre-ville 2, rue du Vieux-Temple, 38000 Grenoble    Suite aux propositions formulées par les habitant-es, la Ville de Grenoble et Grenoble Alpes Métropole reviennent vers vous pour vous présenter les aménagements et les plantations prévues sur le secteur Sainte-Claire/Notre-Dame.    Plus d'infos sur grenoble.fr    source : Ville de Grenoble	Accessible	9.0	3.4641016151377544	Facile	Facile	Facile	Accessible	3	Facile	2	Facile	2	Facile	Facile	Facile
500	11_2	Ma chère Nathalie,  Je suis très heureuse d'avoir reçu de tes nouvelles. Tu me dis avoir quelques difficultés avec tes parents. Je crois que ce n'est раs chose extraordinaire.  Tous les adolescents de ton âge éprouvent les mêmes problèmes. Cette impression de grand vide, ce sentiment d’inutilité n’ont rien d’inquiétant. Et lorsqu'il te semble déborder d'émotions, n'essaie pas de les contrôler c'est ce qui fait ta richesse !  Tu as l'impression que tes parents ne t’écoutent pas, ne te prennent pas au sérieux. Leur rythme de vie est certainement responsable. Mais n’oublie pas que le dialogue est irremplaçable ! A toi peut-être de faire le premier pas.  Ta grand-mère qui t'embrasse	Accessible	9.666666666666666	3.055050463303893	Facile	Facile	Facile	Accessible	3	Facile	4	Facile	2	Facile	Facile	Facile
2064	11_2	Voyage à Namur    Jeudi 23 juin, nous partirons en voyage avec le Babelkot.    Où ? A Namur une ville du sud de la Belgique. On y parle le français.    Namur est construite au confluent de la Meuse et de la Sambre.      Quand? Jeudi 23 juin, nous partirons du Babelkot à 9h .    Le voyage en car durera 60 minutes environ (1 heure).  Nous arriverons à Namur vers 10h.      La ville de Namur est dominée par une citadelle. Une citadelle est un bâtiment militaire qui était construit sur la hauteur et qui servait à défendre la ville. Les soldats pouvaient voir l’ennemi approcher.  Pour monter à la citadelle, nous devrons prendre le téléphérique.    On peut aussi y monter à pied ou à vélo mais c’est plus dur et plus long!       Pour le pique-nique, chacun emporte une boîte à tartines avec ce qu’il veut manger. Il faut prendre un peu d’argent pour acheter une boisson au bar.      Nous visiterons la citadelle et ses souterrains. S’il pleut, nous visiterons un musée. Nous reprendrons le car vers 15h30. Arrivée à Bruxelles vers 17h.	Très Facile	9.0	3.4641016151377544	Facile	Facile	Facile	Accessible	3	Facile	2	Facile	2	Facile	Facile	Facile
118	12_1	Danse la langue    «En 2008, je suis arrivé en Espagne. J'ai appris l'espagnol en six mois et j'ai travaillé à Madrid. Je suis venu en France en 2012. Je ne connaissais pas la langue, je l'ai apprise avec les Sénégalais de France et avec ma sœur, étudiante en France. C'est une langue difficile. Je donne des cours de sabar, une danse sénégalaise que j'ai apprise dans mon pays. Au cours de danse, je parle avec des français : je leur explique comment bouger leur corps et cela m'aide. Je lis mieux l'espagnol que le français. Quand je lis un journal par exemple, il y a des mots que je ne comprends pas. J'ai des difficultés à écrire mais aujourd'hui les gens me comprennent. »  Bay Mor, 23 ans    source : Afriscope n°33	Très Facile	10.333333333333334	3.7859388972001824	Accessible	Accessible	Accessible	Accessible	3	Facile	1	Accessible	2	Facile	Facile	Facile
1569	12_1	Annonce aide ménagère    Responsabilité et missions    Créée en 2006, la société Les P'tites Fées Bleues, c'est un réseau de plus de 20 agences de titres-services à travers la Belgique. Chez les P'tites Fées Bleues, vous pouvez compter sur un personnel d'encadrement professionnel : vous n'aurez pas à faire à un répondeur. Rejoignez une équipe de plus de 1500 aides-ménager(ère)s.     Nous recherchons activement des aides-ménager(ère)s pour travailler à Ottignies, Court-Saint-Etienne, Monst-Saint-Guibert, Wavre, Chaumont-Gistoux, Genappe, Chastre et/ou dans les communes avoisinantes. Nous recherchons des aide-ménagers(ères) résidant dans ces communes et qui sont motivé(es), soucieux(ses) du travail bien fait et souhaitant rejoindre une société dynamique dans le secteur des titres-services.     Nous offrons :  -Un salaire selon le barème en vigueur (minimum de 13.10€ Brut/h).  -Le remboursement des frais de déplacement.  -150€* Net/mois de frais propres (beaucoup mieux que des chèques repas !).  -Une sécurité et un cadre de travail agréable dans une société stable.  -Une prime de parrainage de 1000€* Net  -Vous avez votre permis de conduire et votre propre véhicule ?     Rejoignez vitre notre équipe, envoyez-nous votre CV.     *Ce chiffre est proratisé en fonction du nombre d'heures prestées.    source : www.leforem.be	Accessible	12.666666666666666	3.511884584284246	Accessible	Accessible	Accessible	Accessible	3	Facile	4	+Complexe	1	Accessible	Accessible	Accessible
1414	12_1	Mercredi 12/04/23 Bonjour,  Il y a plusieurs problèmes avec le matériel.  D'abord, il faut de nouvelles chaussures de sécurité pour toute l'équipe. Ensuite, le camion est en panne et on ne peut plus faire de livraison.  Merci de régler ces problèmes rapidement !  Mickaël SANTORO Le chef d'équipe	Très Facile	3.6666666666666665	3.785938897200183	Très Facile	Très Facile	Très Facile	Facile	3	Très Facile	1	Très Facile	2	Très Facile	Très Facile	Très Facile
621	12_1	La princesse orgueilleuse    (tradition orale du Mali)     Un roi voulait marier sa fille, mais celle-ci ne trouvait aucun prétendant à son goût.  Les hommes les plus beaux, les plus riches, les plus nobles, les plus valeureux faisaient en vain leur cour.[…]  Elle contemplait dans les yeux des hommes sa beauté hautaine et implacable. Une telle perfection n’est pas de ce monde, pensait-elle. Qui sont-ils tous pour se prétendre dignes de moi ? Par orgueil, elle se mura dans le silence et ne prononça bientôt plus un mot.  Le roi au désespoir promit d’accorder sa main à celui qui saurait dissiper ce funeste sortilège et lui rendre la parole. Mais les multiples tentatives de ses courtisans échouèrent les unes après les autres. Ni les sacrifices ni les prières ne lui firent desserrer les lèvres.  Un jour, un lépreux se présenta devant la princesse. Il était vêtu de haillons comme si son habit aussi avait contracté le mal hideux qui le dépouillait. Tout le monde alentour se mit à rire et se moquer.  La fille du roi elle-même sembla se rembrunir davantage, mais le lépreux ne dit rien. Il accorda à peine un regard à la princesse.  Il s’assit sur ses talons et commença à dresser un petit feu pour faire bouillir l’eau de son thé. Il ne mit que deux pierres dans le foyer si bien que la théière mal assurée se renversa sur le sable. Il l’emplit d’eau à nouveau, à nouveau il la posa sur les deux pierres, à nouveau elle se renversa. Patiemment, il recommença, deux fois, trois fois encore et la théière se renversa.  À la cinquième tentative, la princesse excédée s’écria :  - Mets donc une troisième pierre dans ton feu pour assurer l’équilibre !                                                                                                                              Et c’est ainsi qu’une très orgueilleuse princesse épousa un lépreux.    source : TV5 Monde	Accessible	15.833333333333334	2.4664414311581235	+Complexe	+Complexe	+Complexe	+Complexe	2	Accessible	3	+Complexe	3	+Complexe	Accessible	+Complexe
1739	12_1	De 3 à 7 continents : De la géographie en alpha    Ce sont, bien sûr, les Européens qui ont construit notre vision « classique » d'un découpage du monde en continents et, par exemple, qui ont choisi de regrouper la Jordanie et le Japon en Asie. Il est peu probable qu'un Japonais ou un Jordanien auraient fait le même choix.                                                                                                Si l'on s'en tient à la définition stricte de continent comme « terre continue », il n'en reste pas beaucoup :  une Amérique,  un Antarctique quasi inhabité,  et un grand continent Euro-Afro-Asiatique (oui, oui, l'Afrique est naturellement reliée à l'Asie, aujourd'hui et plus encore dans le passé)  Quant à l'Océanie, son nom le dit bien : cela n'est pas vraiment un continent mais un regroupement de terres océaniques, d'îles plus ou moins grandes. Seule l'Australie pourrait prétendre au terme de continent.    Trois continents, donc, d'un strict point de vue « géographique ». Le reste est du construit, du culturel, du géopolitique, pas nécessairement faux mais discutable et à discuter.	+Complexe	11.666666666666666	1.1547005383792517	Accessible	Accessible	Accessible	Accessible	3	Accessible	1	Accessible	1	Accessible	Accessible	Accessible
